level,group_key,file_count,bytes,aggregate_sha256,role_counts_json
subtree,quarantined/hf-sunnah-dataset/sunnah_com_dataset.parquet,1,45201508,F0D1AD483607E9EB6C78CE41EDE83B6A0CF27FC8E7A5C3D64C00C292EC07A1EC,"{""principal"": 1}"
subtree,research/hf-ar-quran-hadith14books-msa/.gitattributes,1,2520,E66AD80B4E4CB946D65C43B78FCE35EC0D97E3C40110CA5BEE299EDDCF145195,"{""support"": 1}"
subtree,research/hf-ar-quran-hadith14books-msa/README.md,1,12232,149FD8188ABECD421CF245779FDFC7B67E6A5CFB503D1510187233242D3CCF85,"{""metadata"": 1}"
subtree,research/hf-ar-quran-hadith14books-msa/data,24,7336594626,59C9380C4311C796F7457E988628A7B38F8E36A2634AA77ECBEBCBA2CA2481E8,"{""principal"": 24}"
subtree,research/hf-ar-quran-hadith14books-msa/metadata.csv,1,3757996,8CBFFAB80922DFE36C4728FC1D6CE4B594BFB517201935CE5DA309AE2696B908,"{""payload_unselected"": 1}"
subtree,research/hf-arbml-hadith/.gitattributes,1,2275,CDDD887F7E526255B83AAE2DC5EA0AF9BEF76A265A06CB8D8940CA12060AF420,"{""support"": 1}"
subtree,research/hf-arbml-hadith/data,1,35384824,33DE31E3FAA449D4C86D14011CD9D777E6E8A3DB7192F5E01018AC28FC83AB09,"{""principal"": 1}"
subtree,research/hf-arbml-hadith/dataset_infos.json,1,629,E5E20ACF55128B9294A97802B0008826491AB76F418C10C7C4492ACD7CD5BFAD,"{""metadata"": 1}"
subtree,research/hf-arbml-lk-hadith/.gitattributes,1,2275,ECD9F04557308934BF919D8AE183EEE954D1810C7F178C0048C00CE4ED73D651,"{""support"": 1}"
subtree,research/hf-arbml-lk-hadith/data,1,38552855,C1F7A6E33C975398EDA1592FDF51BD29ACA0B528EA9727247684A6E093D3A682,"{""principal"": 1}"
subtree,research/hf-arbml-lk-hadith/dataset_infos.json,1,1673,800D977E5EC3CD96181CC9199A02EBAB25651C80F81EFE04525A2144468ADD72,"{""metadata"": 1}"
subtree,research/hf-arbml-quran-hadith/.gitattributes,1,2177,89FB9E2B20F952D67D7B9CC54B76B9C64E10EAD3DF2814B107F0C0404CF8BCD2,"{""support"": 1}"
subtree,research/hf-arbml-quran-hadith/README.md,1,747,FEB2678C8A84B9FE0FDF70E491C02851D11AB9EF4A67523AC9E66756A6073165,"{""metadata"": 1}"
subtree,research/hf-arbml-quran-hadith/data,1,3248827,CF21A762DFA168C69CF8FD1727E920529C73D5879D854E343C4875130E696F1F,"{""principal"": 1}"
subtree,research/lk-hadith-corpus/AbuDaud,44,15275225,9F8DFAE269EC9177340453620486A6F0575B5A35266DAB12E3046A8815A8D055,"{""payload_unselected"": 43, ""support"": 1}"
subtree,research/lk-hadith-corpus/Bukhari,98,25539633,85F7D8574365F77916C9F0363CF4012D960A694673024704A393470DC7AC9E3A,"{""payload_unselected"": 97, ""support"": 1}"
subtree,research/lk-hadith-corpus/IbnMaja,39,10918575,4F84B81D5339C4B45C2004563DAFCE5D3985ECFE77901AEB7775736ED9973557,"{""payload_unselected"": 38, ""support"": 1}"
subtree,research/lk-hadith-corpus/Muslim,58,23582996,4061B9EE2433179C29923410C20A6D1D747CE268635775933BFBCD746E3D7D2C,"{""payload_unselected"": 57, ""support"": 1}"
subtree,research/lk-hadith-corpus/Nesai,52,15672037,8ED8B704544D8D0BCC4E5F990C34AEE30D04FBD983A9A10043E8608E43169861,"{""payload_unselected"": 51, ""support"": 1}"
subtree,research/lk-hadith-corpus/README.md,1,2775,0E2AC0BD26322E6CD7CE92FE7D6CB2EC86BC2C729FB3D8795110F42C6AF12384,"{""metadata"": 1}"
subtree,research/lk-hadith-corpus/Tirmizi,50,15403537,B2718F554477620B71921F5AE05FDC694496D0D622579069120B66571E7090E8,"{""payload_unselected"": 49, ""support"": 1}"
subtree,research/lk-hadith-corpus/starter.py,1,2284,E0D52F5EBC6670204AEEB2FAE8BFEDF9A396420B6119BC59EB50F0530E637886,"{""support"": 1}"
subtree,verification/semakhadis-api/.env.example,1,690,42046E57DD149E5A3A07865496F90DCC486834941FD2EED70F73C72AD784FB9F,"{""support"": 1}"
subtree,verification/semakhadis-api/.gitattributes,1,116,919C64A8958759CBC987C4CEA40257C70A002AA2C8BF29B59178DB3AA2D6A954,"{""support"": 1}"
subtree,verification/semakhadis-api/.gitignore,1,168,CD56532F25D2ED89D3FCAE830F1B59152BFCCEA30CE3CA9462B009E1C36BFD40,"{""support"": 1}"
subtree,verification/semakhadis-api/app,51,44696,C922E3CD8B6420AF349CD0D0B09DF92B752D928A1F2547C4F43D9A05140EF216,"{""support"": 51}"
subtree,verification/semakhadis-api/artisan,1,1739,FADCB5050F6A42810A28FADAA0681FB8005E77E4A495A6B75C4475C0A0AFA11B,"{""support"": 1}"
subtree,verification/semakhadis-api/bootstrap,2,1673,AEAA8790F304C9501E478E8488BDCD5D92A34B4DE11904187093308D9411C469,"{""support"": 2}"
subtree,verification/semakhadis-api/composer.json,1,1755,3D2AD225E3AC9F76B68476983D422AFF72AB33FC8514D1221195EFC4790A5075,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-api/composer.lock,1,174999,02F1EA7A39CC3A22082C0DCEBFF299A7C27BA8F1B36F8EB3EC4CC09EF999898A,"{""support"": 1}"
subtree,verification/semakhadis-api/config,14,47876,33F8979CD02A7F06C2AFA7C1B3E12C3E8D75F0B336930EF82E6B22B651309A55,"{""support"": 14}"
subtree,verification/semakhadis-api/database,37,77696,BA1BF45B026045C7113FDAE349E9CA66E6EB5E904CD43DEDB599B9EBA375A23A,"{""payload_unselected"": 8, ""principal"": 1, ""support"": 28}"
subtree,verification/semakhadis-api/notes.txt,1,86,43A54B5C2417E0D0D98FF58B9DDC4EC4A8DC73B087C309B71DFB5519D2539AC8,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-api/package.json,1,1044,087470F214899ACBBCBC905F7D5CC78F3F0D3D97CD65CC01FBAAD273E0E549AF,"{""metadata"": 1}"
subtree,verification/semakhadis-api/phpunit.xml,1,1120,BAE80B90A8C098AB2DCBC786843A0B3777F482A2E0CB626D59E8E546BC5B2AFF,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-api/public,6,478047,ABF9A5712E08A51AFA99A90BFB2DA8BF4A987949BAF6BEEF6EDC60B195527ECA,"{""payload_unselected"": 1, ""support"": 5}"
subtree,verification/semakhadis-api/resources,10,15100,1A3DD4F9C956C2033C4248A80946F3964CAADC89502B57C8ED2854920290E420,"{""support"": 10}"
subtree,verification/semakhadis-api/routes,4,2941,959C83550D5D9F317D791255820A432765C21F38B98F37AC9E27F7B317B92D79,"{""support"": 4}"
subtree,verification/semakhadis-api/server.php,1,584,FEE92A89783DFF1306E7192572C3644676E01856474E3757304E3168C798A839,"{""support"": 1}"
subtree,verification/semakhadis-api/storage,8,233,D874B3174D02F91EA15A0168DF03B7AB2A6E1B3A57C023D67F69A53806007326,"{""support"": 8}"
subtree,verification/semakhadis-api/tests,4,1336,B60B644DA19C4C8A998521EDF02FEEB5A4C25FC08C60ABC0E6181C5BB5FCD3CA,"{""support"": 4}"
subtree,verification/semakhadis-api/webpack.mix.js,1,564,16AA1C68434079809166FAF1771D302DB5AD37C3580BFAD68A9C166CBC0646C5,"{""support"": 1}"
subtree,verification/semakhadis-api/yarn.lock,1,265180,FDF590A3A9830722DD17A865FDD133EB43F1BE5441C84A8CE6F9E737842EDDA3,"{""support"": 1}"
subtree,verification/semakhadis-frontend/.angular-cli.json,1,2462,8D93B71CD1A6EF984BB92CEB08673B857904ED1E664CBA1D73220EF167C69CCA,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-frontend/.editorconfig,1,258,37FFD31448CBFB75D934E6822E38E0DC1CC59305169C8D76706D562B2C667EE0,"{""support"": 1}"
subtree,verification/semakhadis-frontend/.gitignore,1,648,66F2FC23C3D1514B3910EFD8B8A23BF1B5136D5289E3E4ADCD0CBF1B8918E587,"{""support"": 1}"
subtree,verification/semakhadis-frontend/.travis.yml,1,389,1EAAEBC6A6E3AE1630E961F07CFF8408922FE3B2D620D9F981B9B7890D9A1504,"{""support"": 1}"
subtree,verification/semakhadis-frontend/README.md,1,932,118ED641454F640316945BC0F86EC3DEEC1E664D27213C80BB92D05C58CC11C4,"{""metadata"": 1}"
subtree,verification/semakhadis-frontend/e2e,3,827,D49F6E0A0721C0623207EC4EFA87848E5FB3710268F7BAB790ED2CB456269EC8,"{""payload_unselected"": 1, ""support"": 2}"
subtree,verification/semakhadis-frontend/karma.conf.js,1,956,3E7390A7E9A4A8C21D7C5110891CBB9D12430E0111F54F192D73A823E2B21809,"{""support"": 1}"
subtree,verification/semakhadis-frontend/package.json,1,2242,85EA30161DB629764CAADBFE5305A7B3CF79076AA968D1DF3A089B561C284723,"{""metadata"": 1}"
subtree,verification/semakhadis-frontend/protractor.conf.js,1,750,67B0995C0235379BAF291740BDAC6DD2F4F939E054BF7FC33283E4DC965C13DA,"{""support"": 1}"
subtree,verification/semakhadis-frontend/src,206,5174069,5F3D096799FF51CC15F4570E3F5FF6C874D06F0AE6B28319315C6194DF9C92AB,"{""support"": 206}"
subtree,verification/semakhadis-frontend/tsconfig.json,1,3195,886DD6CA340330889083A7C3BC62154906F78474F953F987C8F39CD2E87D5CBF,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-frontend/tslint.json,1,3668,5A65AA6EB3AE20CAA7CC2C16171B15D0BFA0384DD28C7B97E34F217CB36B8DC2,"{""payload_unselected"": 1}"
subtree,verification/semakhadis-frontend/yarn.lock,1,268124,88DA3DB3E38A099E0A989B42EF15F8DE16ACC437D3D66A894B44CE3C7303A564,"{""support"": 1}"
